FederalID	College	State	Type	avg_salary_all	avg_comp_all	n_full	n_assoc	n_asst	n_instructors	n_all	avg_salary_full	avg_salary_assoc	avg_salary_asst	avg_comp_full	avg_comp_assoc	avg_comp_asst
2424	"Mississippi Valley St. Univ."	"MS"	"IIB"	297	382	25	17	38	26	106	359	331	287	456	423	370
2433	"Rust College"	"MS"	"IIB"	285	318	11	8	24	18	61	341	280	302	382	313	337
2439	"Tougaloo College"	"MS"	"IIB"	262	318	17	22	18	9	66	300	267	244	370	327	289
2440	"University of Mississippi"	"MS"	"I"	440	537	138	111	158	29	439	558	428	384	676	524	471
2441	"Univ.of Southern Mississippi"	"MS"	"I"	438	520	183	162	160	58	563	562	438	352	664	520	420
2526	"Carroll College"	"MT"	"IIB"	326	394	12	23	29	0	64	394	343	285	478	413	344
2527	"College of Great Falls"	"MT"	"IIB"	299	364	10	19	7	7	43	361	305	258	459	367	312
2530	"Eastern Montana College"	"MT"	"IIA"	348	430	47	41	48	5	141	409	358	292	500	440	364
2531	"Montana Coll.Min.Sci.& Tech."	"MT"	"IIA"	420	512	45	17	18	6	86	481	395	336	583	484	416
2532	"Montana State University"	"MT"	"I"	407	498	154	146	144	24	468	497	397	346	602	487	427
2533	"Northern Montana College"	"MT"	"IIA"	332	411	15	19	41	3	79	403	342	309	493	425	384
2536	"University of Montana"	"MT"	"I"	392	474	200	79	95	16	390	446	365	323	537	442	395
2537	"Western Montana Coll.of UM"	"MT"	"IIA"	313	386	8	12	22	4	46	388	330	289	473	407	359
2905	"North Carolina A&T St. Univ."	"NC"	"IIA"	432	526	68	106	116	15	361	524	448	409	637	547	496
2906	"Appalachian State University"	"NC"	"IIA"	424	518	249	117	113	19	545	491	413	366	598	505	448
2907	"Univ. of N.C. at Asheville"	"NC"	"IIB"	417	510	40	41	37	4	147	533	436	350	647	532	430
2908	"Barton College"	"NC"	"IIB"	311	365	18	25	37	3	84	348	312	299	411	372	349
2909	"Barber-Scotia College"	"NC"	"IIB"	297	347	13	12	14	13	52	352	312	287	412	360	335
2910	"Belmont Abbey College"	"NC"	"IIB"	309	384	8	21	17	0	46	348	316	281	434	392	350
2911	"Bennett College"	"NC"	"IIB"	323	375	9	16	16	11	52	351	377	300	418	437	346
2914	"Catawba College"	"NC"	"IIB"	342	418	30	12	23	1	66	395	326	288	490	394	345
2918	"Davidson College"	"NC"	"IIB"	506	644	60	34	32	4	130	626	460	356	801	591	440
2920	"Duke University"	"NC"	"I"	699	862	330	149	141	0	620	854	584	459	1055	728	553
2923	"East Carolina University"	"NC"	"IIA"	415	507	189	187	261	11	792	554	430	377	672	525	462
2926	"Elizabeth City State Univ."	"NC"	"IIB"	398	489	32	32	16	3	105	472	415	338	580	510	420
2927	"Elon College"	"NC"	"IIB"	372	456	30	38	64	6	138	459	388	331	572	482	401
2928	"Fayetteville State Univ."	"NC"	"IIA"	407	499	27	72	50	4	193	525	437	375	640	536	460
2929	"Gardner-Webb University"	"NC"	"IIB"	312	371	39	7	26	15	87	348	305	294	414	357	349
2930	"Greensboro College"	"NC"	"IIB"	333	404	11	21	10	2	44	377	331	309	456	400	367
2931	"Guilford College"	"NC"	"IIB"	410	503	32	22	29	5	90	492	414	338	615	505	407
2933	"High Point University"	"NC"	"IIB"	349	435	14	25	35	9	94	475	397	330	591	496	407
2936	"Johnson C. Smith University"	"NC"	"IIB"	327	394	11	27	34	12	84	408	357	303	485	427	367
2941	"Lenoir-Rhyne College"	"NC"	"IIB"	345	426	47	26	17	1	91	377	323	295	462	410	357
2942	"Livingstone College"	"NC"	"IIB"	259	294	5	12	22	14	53		257	263		292	298
2944	"Mars Hill College"	"NC"	"IIB"	309	372	35	16	18	11	80	356	308	259	426	378	309
2945	"Meredith College"	"NC"	"IIB"	366	431	26	30	31	16	103	440	373	328	517	442	387
2946	"Methodist College"	"NC"	"IIB"	316	379	21	21	19	1	62	348	309	295	416	371	353
2948	"Montreat-Anderson College"	"NC"	"IIB"	299	393	4	12	8	0	24		304	274		393	355
2950	"North Carolina Central Univ."	"NC"	"IIA"	423	518	56	84	70	9	263	551	447	373	670	547	460
2951	"North Carolina Wesleyan Coll"	"NC"	"IIB"	320	389	10	13	20	2	45	384	317	299	478	385	360
2954	"Pembroke State University"	"NC"	"IIA"	413	505	49	32	31	2	143	538	403	341	655	495	421
2955	"Pfeiffer College"	"NC"	"IIB"	337	401	23	9	15	2	49	395	322	269	471	381	321
2957	"Queens College"	"NC"	"IIB"	350	422	14	21	20	8	63	427	360	319	511	437	384
2960	"Salem College"	"NC"	"IIB"	324	407	9	15	17	3	44	378	349	283	466	451	349
2962	"Shaw University"	"NC"	"IIB"	292	345	5	19	43	25	92		321	293		383	348
2972	"North Carolina State Univ."	"NC"	"I"	505	610	463	345	200	12	1235	665	475	417	797	578	508
2974	"Univ. of N.C. at Chapel Hill"	"NC"	"I"	565	678	572	329	212	18	1268	701	512	410	837	620	498
2975	"Univ. of N.C. at Charlotte"	"NC"	"IIA"	441	536	173	189	197	0	643	568	448	385	686	546	470
2976	"Univ. of N.C. at Greensboro"	"NC"	"I"	435	529	140	178	135	8	572	610	443	377	735	540	461
2978	"Wake Forest University"	"NC"	"IIA"	557	674	135	86	74	18	323	685	526	433	837	641	508
2979	"Warren Wilson College"	"NC"	"IIB"	283	352	0	0	0	0	42						
2981	"Western Carolina University"	"NC"	"IIA"	414	506	71	106	93	1	319	515	439	364	627	537	448
2984	"Univ. of N.C. at Wilmington"	"NC"	"IIA"	421	514	94	105	108	1	346	533	419	366	648	511	449
2985	"Wingate College"	"NC"	"IIB"	320	394	23	25	24	7	79	380	308	301	469	385	366
2986	"Winston-Salem State Univ."	"NC"	"IIB"	407	500	39	48	30	6	149	480	421	365	587	516	451
2989	"Dickinson State University"	"ND"	"IIB"	316	397	9	14	33	13	71	402	342	302	506	432	376
2993	"Mayville State University"	"ND"	"IIB"	340	429	9	4	21	3	37	415		313	519		399
2994	"Minot State University"	"ND"	"IIA"	347	436	34	41	68	16	188	457	383	331	563	477	416
3005	"Univ. of North Dakota-Main"	"ND"	"I"	379	473	130	124	163	27	472	460	391	345	572	489	431
3008	"Valley City State University"	"ND"	"IIB"	340	425	12	14	16	6	54	403	368	313	501	462	383
9265	"North Dakota State Univ."	"ND"	"IIA"	398	467	130	125	149	6	423	473	391	353	545	458	420
2539	"Chadron State College"	"NE"	"IIA"	390	476	33	20	19	19	91	491	404	329	593	500	406
2540	"College of Saint Mary"	"NE"	"IIB"	300	362	5	13	19	6	43		321	293		395	347
2541	"Concordia Teachers College"	"NE"	"IIB"	320	393	22	16	15	1	54	352	316	282	423	390	357
2542	"Creighton University"	"NE"	"IIA"	437	529	66	119	127	22	342	649	462	351	793	562	418
2543	"Dana College"	"NE"	"IIB"	300	364	11	11	11	3	36	338	300	276	404	368	336
2544	"Doane College"	"NE"	"IIB"	360	431	17	7	28	5	57	436	392	326	521	465	391
2548	"Hastings College"	"NE"	"IIB"	353	426	19	19	24	4	66	426	359	305	516	434	369
2551	"Univ. of Nebraska at Kearney"	"NE"	"IIA"	409	502	81	89	92	9	309	509	433	365	618	533	448
2553	"Midland Lutheran College"	"NE"	"IIB"	301	371	14	4	25	9	52	372		278	449		346
2554	"Univ.of Nebraska at Omaha"	"NE"	"IIA"	452	547	149	115	97	36	403	528	446	417	635	540	507
2555	"Nebraska Wesleyan University"	"NE"	"IIB"	396	481	37	23	25	2	87	454	381	327	548	468	400
2559	"Peru State College"	"NE"	"IIB"	367	452	14	8	19	9	50	483	402	308	584	493	385
2563	"Union College"	"NE"	"IIB"	288	354	18	14	7	1	40	290	293	272	358	359	334
2565	"Univ.of Nebraska-Lincoln"	"NE"	"I"	523	635	436	344	316	31	1127	661	477	410	792	584	505
2566	"Wayne State College"	"NE"	"IIA"	394	482	46	25	41	13	125	481	411	324	585	501	399
9743	"Bellevue College"	"NE"	"IIB"	317	378	6	12	23	0	41	379	340	289	449	404	346
9862	"Clarkson College"	"NE"	"IIB"	368	425	1	6	8	11	26		407	377		469	434
2572	"Colby-Sawyer College"	"NH"	"IIB"	329	410	9	9	19	1	38	397	380	277	488	468	349
2573	"Dartmouth College"	"NH"	"I"	610	774	163	89	114	5	371	785	536	429	1002	686	532
2575	"Franklin Pierce College"	"NH"	"IIB"	399	510	28	29	17	2	76	470	382	323	605	487	412
2579	"New England College"	"NH"	"IIB"	327	423	20	20	23	2	65	423	329	251	551	437	313
2580	"New Hampshire College"	"NH"	"IIA"	459	597	31	32	15	5	83	567	425	356	728	558	464
2584	"Notre Dame College"	"NH"	"IIB"	286	349	6	11	13	4	34	335	299	261	393	383	312
2586	"Rivier College"	"NH"	"IIA"	365	429	12	29	18	7	66	449	363	331	541	419	392
2587	"Saint Anselm College"	"NH"	"IIB"	381	483	16	35	51	7	109	512	403	338	633	508	435
2589	"University of New Hampshire"	"NH"	"I"	482	607	196	253	127	0	576	587	454	375	729	575	483
2590	"Keene State College"	"NH"	"IIB"	426	542	61	46	40	2	149	494	417	337	622	532	439
2591	"Plymouth State College"	"NH"	"IIB"	431	548	59	55	38	6	158	518	405	354	650	518	458
2597	"Bloomfield College"	"NJ"	"IIB"	406	510	12	13	17	4	46	476	434	354	602	547	443
2599	"Centenary College"	"NJ"	"IIB"	266	326	1	10	16	9	36		305	252		371	310
2600	"College of Saint Elizabeth"	"NJ"	"IIB"	365	420	9	19	16	3	47	426	388	322	490	437	384
2603	"Drew University"	"NJ"	"IIA"	529	664	61	28	15	4	108	603	463	386	762	580	479
2608	"Georgian Court College"	"NJ"	"IIB"	403	487	19	13	30	8	71	490	425	373	592	509	450
2610	"Felician College"	"NJ"	"IIB"	320	385	1	14	24	5	44		351	311		422	375
2613	"Jersey City State College"	"NJ"	"IIB"	520	692	80	66	90	1	237	649	525	405	840	697	558
2616	"Monmouth College"	"NJ"	"IIA"	519	669	41	55	29	1	126	616	509	408	783	668	523
2617	"Montclair State College"	"NJ"	"IIA"	532	672	155	130	125	9	419	647	521	417	802	661	541
2621	"New Jersey Inst. of Tech."	"NJ"	"IIA"	615	799	104	98	71	0	303	771	606	501	976	790	670
2622	"Kean College of New Jersey"	"NJ"	"IIA"	525	700	115	107	115	3	340	640	516	423	833	691	582
2625	"William Paterson College"	"NJ"	"IIB"	535	707	120	97	88	7	312	653	519	409	859	687	541
2627	"Princeton University"	"NJ"	"I"	749	901	402	66	179	16	702	963	564	437	1154	686	534
2628	"Rider College"	"NJ"	"IIA"	564	677	59	103	41	1	208	636	552	511	764	668	604
2631	"Rutgers State Univ.-Newark"	"NJ"	"IIA"	693	871	141	125	73	16	374	893	640	526	1097	812	682
2632	"Seton Hall University"	"NJ"	"IIA"	553	675	98	110	101	13	332	736	557	414	894	683	507
2638	"Saint Peter's College"	"NJ"	"IIB"	404	514	46	42	21	5	117	477	391	317	600	498	412
2639	"Stevens Institute of Tech."	"NJ"	"IIA"	544	685	66	37	30	4	137	647	494	415	807	634	525
2642	"Trenton State College"	"NJ"	"IIB"	525	690	108	81	123	1	313	644	524	422	845	691	557
4741	"Rutgers State Univ.-Camden"	"NJ"	"IIA"	648	820	61	73	61	6	206	860	633	510	1060	805	664
6964	"Rutgers State Univ.-N.Brswck"	"NJ"	"I"	665	838	601	393	258	90	1374	846	611	478	1045	780	624
8770	"Fairleigh Dickinson Univ."	"NJ"	"IIA"	459	597	147	63	54	8	303	530	440	404	692	579	517
9344	"Ramapo College of New Jersey"	"NJ"	"IIB"	532	706	49	40	41	1	131	645	527	407	835	701	563
9345	"Stockton State College"	"NJ"	"IIB"	492	603	47	58	65	8	178	656	496	393	790	607	490
2093	"Saint John's College"	"NM"	"IIB"	442	587	0	0	0	0	53						
2651	"Eastern New Mexico Univ."	"NM"	"IIA"	360	446	21	42	63	11	144	497	377	321	605	466	399
2653	"New Mexico Highlands Univ."	"NM"	"IIA"	349	439	26	32	59	0	117	435	362	305	541	454	386
2654	"New Mexico Inst. Min.&Tech."	"NM"	"I"	448	544	39	32	29	5	108	538	421	405	648	512	494
2657	"New Mexico St. Univ- Main"	"NM"	"I"	434	533	202	167	196	17	582	524	433	360	641	531	444
10313	"Univ. New Mexico-Albuquerque"	"NM"	"I"	466	561	314	268	195	0	837	579	431	379	693	521	459
2568	"University of Nevada - Reno"	"NV"	"I"	508	589	145	133	95	5	403	647	480	390	741	558	458
2569	"Univ. of Nevada-Las Vegas"	"NV"	"IIA"	452	537	152	192	214	0	642	596	476	392	699	564	468
2667	"Dowling College"	"NY"	"IIB"	563	776	25	29	36	3	93	661	596	484	891	822	679
2668	"Alfred University"	"NY"	"IIA"	439	548	46	25	36	6	113	520	427	367	641	538	467
2671	"Bard College"	"NY"	"IIB"	521	683	40	15	29	0	84	657	460	365	860	605	481
2681	"Canisius College"	"NY"	"IIA"	468	582	57	73	51	0	181	542	480	370	679	599	450
2685	"Cazenovia College"	"NY"	"IIB"	337	423	8	13	21	3	45	443	354	295	549	445	374
2699	"Clarkson University"	"NY"	"I"	563	707	55	58	43	5	161	703	515	475	875	658	593
2701	"Colgate University"	"NY"	"IIB"	539	677	78	61	56	3	198	669	505	406	848	637	497
2703	"College of Mount St. Vincent"	"NY"	"IIB"	366	450	5	24	20	7	56		388	336		476	410
2704	"College of New Rochelle"	"NY"	"IIA"	447	574	11	38	17	1	67	539	449	391	693	579	499
2705	"College of Saint Rose"	"NY"	"IIA"	374	455	19	50	46	14	129	456	408	329	534	503	403
2707	"Columbia University"	"NY"	"I"	687	915	477	185	199	11	923	882	554	452	1136	767	646
2708	"Barnard College"	"NY"	"IIB"	508	654	49	19	56	6	154	733	516	395	943	652	509
2709	"Concordia College"	"NY"	"IIB"	303	387	11	6	14	1	32	352	289	275	436	366	363
2710	"Cooper Union for Adv.Sci&Art"	"NY"	"IIB"	607	784	35	18	6	0	59	684	514	433	872	673	600
2711	"Cornell Univ.-Endowed Colls."	"NY"	"I"	627	834	447	189	148	3	914	787	562	482	1047	748	640
2711	"Cornell Univ.-Statutory Clls"	"NY"	"I"	549	732	318	231	105	41	707	651	511	431	847	691	598
2712	"D'Youville College"	"NY"	"IIB"	359	427	15	22	32	7	76	404	385	327	485	456	390
2713	"Dominican College"	"NY"	"IIB"	365	454	4	10	19	9	42		400	354		508	438
2718	"Elmira College"	"NY"	"IIB"	359	472	13	24	26	0	63	497	342	306	666	449	395
2722	"Fordham University"	"NY"	"I"	590	748	166	183	140	9	498	744	573	444	945	729	557
2728	"Hamilton College"	"NY"	"IIB"	478	604	46	37	54	12	149	631	478	377	801	608	475
2729	"Hartwick College"	"NY"	"IIB"	419	513	50	23	36	0	123	505	423	340	628	517	409
2731	"Hobart-William Smith Colls."	"NY"	"IIB"	495	614	61	39	34	3	137	605	462	352	749	579	431
2732	"Hofstra University"	"NY"	"I"	584	731	127	131	141	7	406	757	550	470	956	692	579
2734	"Houghton College"	"NY"	"IIB"	327	428	30	29	17	1	77	370	323	265	487	424	343
2735	"Hilbert College"	"NY"	"IIB"	278	336	6	3	12	7	28	318		261	376		315
2737	"Iona College"	"NY"	"IIA"	461	587	42	81	59	10	192	594	462	393	756	594	496
2739	"Ithaca College"	"NY"	"IIB"	443	557	70	153	184	21	428	606	484	366	761	605	461
2744	"Keuka College"	"NY"	"IIB"	338	399	15	8	19	0	42	403	346	283	473	412	335
2748	"Le Moyne College"	"NY"	"IIB"	445	564	30	50	36	3	119	542	455	365	684	576	465
2758	"Manhattan College"	"NY"	"IIA"	488	621	45	74	50	3	172	595	500	388	767	627	495
2765	"Marist College"	"NY"	"IIB"	417	542	16	34	91	0	151	580	485	373	741	643	481
2768	"Marymount Coll. Tarrytown"	"NY"	"IIB"	357	455	17	24	13	2	56	426	349	297	546	442	383
2769	"Marymount Manhattan College"	"NY"	"IIB"	382	464	4	26	19	0	49		407	332		495	407
2772	"Mercy College"	"NY"	"IIB"	416	511	53	38	48	6	149	524	399	341	640	493	423
2775	"Molloy College"	"NY"	"IIB"	381	494	16	20	58	22	116	541	435	353	697	551	463
2777	"Medaille College"	"NY"	"IIB"	349	418	11	16	13	2	43	435	371	276	525	446	322
2778	"Mount Saint Mary College"	"NY"	"IIB"	395	482	14	8	23	6	51	514	407	349	633	505	424
2779	"Nazareth Coll. of Rochester"	"NY"	"IIB"	430	532	37	33	35	0	105	513	428	343	634	533	425
2785	"New York University"	"NY"	"I"	683	905	532	337	252	42	1231	887	591	507	1172	785	674
2788	"Niagara University"	"NY"	"IIA"	443	537	39	43	24	2	108	503	430	376	612	524	448
2791	"Pace University"	"NY"	"IIA"	576	720	187	124	77	3	397	685	513	436	851	643	556
2803	"Rensselaer Polytechnic Inst."	"NY"	"I"	640	799	190	118	61	0	369	750	548	475	922	703	601
2806	"Rochester Institute of Tech."	"NY"	"IIA"	466	587	182	215	179	13	665	568	476	417	710	603	527
2810	"Russell Sage College"	"NY"	"IIA"	397	493	19	56	37	6	118	487	409	351	609	506	435
2813	"Sarah Lawrence College"	"NY"	"IIB"	541	677	39	14	13	0	69	623	478	398	779	610	495
2814	"Skidmore College"	"NY"	"IIB"	498	646	42	69	48	5	164	642	492	397	831	639	516
2816	"Siena College"	"NY"	"IIB"	434	570	52	53	49	1	155	515	429	357	667	567	474
2817	"St.Bonaventure University"	"NY"	"IIA"	425	562	56	51	43	4	154	492	398	377	642	535	495
2820	"St. Francis College"	"NY"	"IIB"	446	573	22	14	14	7	57	543	466	350	689	607	457
2821	"St. John Fisher College"	"NY"	"IIB"	432	524	29	40	36	1	106	513	427	376	635	512	451
2825	"Saint Joseph's College"	"NY"	"IIB"	372	446	12	15	46	8	81	495	398	349	584	478	419
2829	"St. Lawrence University"	"NY"	"IIB"	488	627	50	56	40	7	153	627	473	366	799	613	472
2832	"St. Thomas Aquinas College"	"NY"	"IIB"	419	515	18	16	26	3	63	510	408	374	617	526	454
2835	"SUNY at Albany"	"NY"	"I"	576	739	260	217	125	0	638	732	526	407	934	679	524
2836	"SUNY at Binghamton"	"NY"	"I"	555	716	172	175	82	0	460	705	511	407	902	665	528
2838	"SUNY at Stony Brook"	"NY"	"I"	589	751	346	216	183	24	801	755	534	414	961	688	526
2841	"SUNY College at Brockport"	"NY"	"IIA"	492	636	87	107	88	0	296	603	501	397	778	651	509
2842	"SUNY College at Buffalo"	"NY"	"IIA"	444	573	144	157	88	3	424	536	433	359	693	560	464
2843	"SUNY College at Cortland"	"NY"	"IIA"	432	563	85	76	66	0	234	530	411	341	691	537	439
2844	"SUNY College at Fredonia"	"NY"	"IIA"	450	585	93	65	54	15	235	562	438	350	731	569	451
2845	"SUNY College at Geneseo"	"NY"	"IIA"	405	525	48	78	79	23	243	541	411	348	704	536	448
2846	"SUNY College at New Paltz"	"NY"	"IIA"	462	598	90	96	73	0	283	584	458	373	758	594	480
2847	"SUNY College at Oneonta"	"NY"	"IIA"	440	571	93	78	81	1	267	539	428	362	705	557	467
2848	"SUNY College at Oswego"	"NY"	"IIA"	441	574	111	105	78	4	302	537	427	339	702	556	435
2849	"SUNY College at Plattsburgh"	"NY"	"IIA"	445	578	107	76	71	1	266	538	435	343	701	566	441
2850	"SUNY College at Potsdam"	"NY"	"IIA"	424	552	78	63	52	9	219	531	413	337	691	539	436
2882	"Syracuse University"	"NY"	"I"	526	701	371	301	205	10	891	648	475	394	851	645	528
2883	"Syracuse Univ.-Utica College"	"NY"	"IIB"	401	527	27	46	32	0	105	487	394	339	642	520	439
2889	"Union College"	"NY"	"IIA"	512	667	60	50	54	9	173	638	508	399	841	677	501
2894	"University of Rochester"	"NY"	"I"	611	733	252	130	110	7	508	747	520	434	895	626	520
2895	"Vassar College"	"NY"	"IIB"	523	674	70	60	66	9	212	674	517	408	879	669	512
2899	"Wagner College"	"NY"	"IIB"	368	483	20	17	31	4	72	457	366	326	587	477	438
2901	"Wells College"	"NY"	"IIB"	396	484	21	10	14	0	46	464	373	318	568	454	389
4779	"Long Island University"	"NY"	"IIA"	531	690	233	175	124	22	561	631	513	408	825	672	520
4804	"New York Inst. of Technology"	"NY"	"IIA"	491	639	68	106	43	11	228	569	492	410	726	642	546
6791	"SUNY College at Purchase"	"NY"	"IIB"	437	570	29	52	28	0	114	534	432	362	696	565	468
6792	"SUNY Coll.Tech. Utica-Rome"	"NY"	"IIA"	444	573	8	48	19	8	85	536	457	414	701	591	529
7109	"SUNY College at Old Westbury"	"NY"	"IIB"	466	599	36	42	40	8	127	592	480	374	758	616	485
9554	"SUNY at Buffalo"	"NY"	"I"	601	767	400	338	218	9	982	762	548	423	970	704	534
10286	"SUNY Empire State College"	"NY"	"IIB"	430	554	33	47	35	3	132	543	437	361	706	562	468
3011	"Art Academy of Cincinnati"	"OH"	"IIB"	304	371	5	6	5	1	17		286			354	
3012	"Ashland University"	"OH"	"IIB"	398	515	52	58	58	4	179	484	418	329	624	530	437
3014	"Baldwin-Wallace College"	"OH"	"IIB"	464	587	74	39	35	0	148	530	431	360	662	552	464
3016	"Bluffton College"	"OH"	"IIB"	312	399	16	13	19	1	49	368	309	272	466	389	347
3018	"Bowling Green State Univ."	"OH"	"I"	483	643	226	212	180	65	690	620	481	394	817	644	530
3023	"Capital University"	"OH"	"IIA"	424	543	54	36	57	11	158	563	405	334	704	540	429
3024	"Case Western Reserve Univ."	"OH"	"I"	585	744	213	133	126	58	530	754	518	470	948	663	600
3025	"Cedarville College"	"OH"	"IIB"	346	436	32	37	60	3	132	419	364	300	527	459	379
3032	"Cleveland State University"	"OH"	"IIA"	486	606	166	223	128	14	531	611	459	390	750	575	495
3033	"College of Mount St. Joseph"	"OH"	"IIB"	360	423	10	21	52	17	100	477	412	339	575	482	401
3036	"Franciscan Univ.Steubenville"	"OH"	"IIB"	349	449	15	32	34	2	83	445	362	300	580	440	405
3037	"College of Wooster"	"OH"	"IIB"	449	575	52	24	44	2	122	561	411	346	735	518	429
3038	"Mount Union College"	"OH"	"IIB"	399	509	25	21	17	7	70	476	394	325	609	508	412
3041	"Defiance College The"	"OH"	"IIB"	326	382	14	18	11	0	46	373	333	277	438	388	330
3042	"Denison University"	"OH"	"IIB"	445	584	58	32	55	0	146	558	414	346	757	528	439
3045	"University of Findlay"	"OH"	"IIB"	330	413	18	29	51	7	115	417	370	301	526	470	369
3046	"Franklin University"	"OH"	"IIB"	345	438	0	0	0	0	39						
3048	"Heidelberg College"	"OH"	"IIB"	331	397	17	18	24	8	67	399	334	298	491	407	349
3049	"Hiram College"	"OH"	"IIB"	373	474	28	22	20	11	81	468	367	302	602	469	379
3050	"John Carroll University"	"OH"	"IIA"	465	576	59	56	74	14	203	587	473	389	717	586	490
3051	"Kent State Univ.-Kent Campus"	"OH"	"I"	502	636	221	244	203	14	682	654	473	389	810	602	505
3065	"Kenyon College"	"OH"	"IIB"	480	608	49	36	38	8	131	608	439	381	777	552	475
3069	"Lourdes College"	"OH"	"IIB"	280	361	2	8	15	22	47		330	283		413	371
3072	"Malone College"	"OH"	"IIB"	343	432	20	18	26	4	70	410	352	306	515	441	383
3073	"Marietta College"	"OH"	"IIB"	370	470	27	18	19	5	69	445	366	298	569	464	367
3084	"Muskingum College"	"OH"	"IIB"	353	453	19	19	28	3	69	446	365	290	574	461	378
3085	"Notre Dame College of Ohio"	"OH"	"IIB"	290	340	5	9	15	0	29		294	269		346	318
3086	"Oberlin College"	"OH"	"IIB"	507	673	121	69	43	6	239	588	454	385	789	605	491
3089	"Ohio Northern University"	"OH"	"IIB"	437	550	55	53	39	8	155	511	431	371	639	546	465
3092	"Ohio State Univ.-Lima"	"OH"	"IIB"	384	480	3	14	19	3	39		460	335		567	424
3093	"Ohio State Univ.-Mansfield"	"OH"	"IIB"	375	470	2	19	18	2	41		396	350		494	441
3094	"Ohio State Univ.-Marion"	"OH"	"IIB"	410	510	6	10	9	1	26	508	424	337	622	526	426
3095	"Ohio State Univ.-Newark"	"OH"	"IIB"	392	489	4	13	17	2	36		417	353		518	445
3100	"Ohio University-Athens"	"OH"	"I"	512	648	248	241	192	4	687	632	486	393	786	618	512
3109	"Ohio Wesleyan University"	"OH"	"IIB"	453	626	67	25	42	2	136	541	395	354	726	584	500
3110	"Otterbein College"	"OH"	"IIB"	363	457	22	42	56	10	130	459	372	329	600	467	399
3121	"Tiffin University"	"OH"	"IIB"	379	466	6	7	14	0	27	485	379	334	593	470	410
3123	"Univ. of Akron- Main Campus"	"OH"	"I"	479	603	278	253	147	39	717	577	448	387	718	567	497
3125	"Univ.of Cinti.-Main Campus"	"OH"	"I"	535	688	447	410	244	12	1113	666	483	393	856	622	506
3127	"University of Dayton"	"OH"	"IIA"	482	618	123	159	130	7	419	590	479	392	765	616	495
3131	"University of Toledo"	"OH"	"I"	486	607	217	152	167	20	556	608	457	379	750	572	481
3133	"Urbana University"	"OH"	"IIB"	272	333	9	12	14	1	36	335	266	241	425	314	297
3134	"Ursuline College"	"OH"	"IIB"	306	363	8	10	20	24	62	413	350	297	476	410	361
3135	"Walsh University"	"OH"	"IIB"	346	432	17	19	10	0	49	407	344	278	504	427	352
3142	"Wilmington College"	"OH"	"IIB"	335	401	10	18	32	1	61	407	357	303	481	430	364
3143	"Wittenberg University"	"OH"	"IIB"	438	567	49	55	32	6	142	546	413	341	704	543	436
3144	"Xavier University"	"OH"	"IIA"	449	557	58	75	78	19	230	571	473	378	712	586	467
3145	"Youngstown State University"	"OH"	"IIA"	481	597	204	116	106	33	459	591	450	362	723	562	461
6883	"Ohio State Univ.-Main campus"	"OH"	"I"	555	676	758	679	443	30	1910	703	491	415	846	603	516
7104	"Miami University"	"OH"	"I"	478	619	258	225	219	60	763	616	474	376	797	614	487
8795	"Antioch University"	"OH"	"IIA"	316	418	30	15	17	3	162	441	348	300	571	457	398
9168	"Wright State University-Main"	"OH"	"IIA"	465	576	126	176	132	45	493	642	468	385	781	580	485
12748	"Shawnee State University"	"OH"	"IIB"	411	537	15	54	35	15	119	510	439	368	658	563	502
3150	"Cameron University"	"OK"	"IIB"	345	434	44	35	63	34	177	426	360	329	531	452	415
3151	"Bartlesville Wesleyan Coll."	"OK"	"IIB"	264	358	0	0	0	0	26						
3152	"University of Central Okla."	"OK"	"IIA"	416	505	108	57	166	58	389	503	442	384	606	536	469
3154	"East Central University"	"OK"	"IIB"	378	456	39	31	64	23	158	453	407	352	538	488	429
3157	"Langston University"	"OK"	"IIB"	342	415	12	31	34	29	108	459	375	313	545	454	383
3161	"Northeastern State Univ."	"OK"	"IIB"	377	464	80	49	71	52	257	455	374	348	554	462	431
3163	"Northwestern Okla.State Univ"	"OK"	"IIB"	336	407	12	11	30	24	77	435	397	321	522	479	390
3164	"Oklahoma Baptist University"	"OK"	"IIB"	317	399	22	33	42	5	102	379	335	282	467	420	359
3165	"Okla. Christian U. of S&Arts"	"OK"	"IIB"	385	466	39	18	15	5	77	432	372	317	527	454	371
3167	"Univ. of Sci.& Arts of Okla."	"OK"	"IIB"	362	454	13	18	11	10	52	427	369	336	528	459	434
3170	"Oklahoma State Univ.-Main"	"OK"	"I"	449	555	342	247	181	11	794	532	409	373	655	509	460
3174	"Oklahoma Panhandle St.Univ."	"OK"	"IIB"	346	425	15	14	14	11	54	427	360	311	515	444	386
3175	"Phillips University"	"OK"	"IIB"	317	381	16	10	15	1	42	365	315	273	438	381	327
3179	"Southeastern Okla. St. Univ."	"OK"	"IIA"	363	440	33	17	61	37	148	464	407	348	558	493	425
3181	"Sthwtrn Okl.St.U.-Weatherfrd"	"OK"	"IIA"	393	485	56	33	65	44	198	464	429	382	567	528	474
3184	"University of Oklahoma"	"OK"	"I"	470	593	286	225	236	24	778	600	445	368	752	563	468
3185	"University of Tulsa"	"OK"	"IIA"	513	625	84	108	73	20	287	686	500	404	835	608	493
1339	"Western Baptist College"	"OR"	"IIB"	285	388	3	7	7	5	22		308	252		451	340
